SEASON,RK,NAME,TEAM,SALARY
2014-2015,182,"Andrei Kirilenko, SF",Brooklyn Nets,3326235
2014-2015,188,"Bojan Bogdanovic, SG",Brooklyn Nets,3278000
2014-2015,282,"Sergey Karasev, SG",Brooklyn Nets,1533840
2014-2015,298,"Mason Plumlee, C",Brooklyn Nets,1357080
2014-2015,306,"Alan Anderson, SG",Brooklyn Nets,1276061
2014-2015,381,"Darius Morris, PG",Brooklyn Nets,702756
2014-2015,421,"Jorge Gutierrez, PG",Brooklyn Nets,96056
2015-2016,57,"Thaddeus Young, PF",Brooklyn Nets,11235955
2015-2016,111,"Jarrett Jack, PG",Brooklyn Nets,6300000
2015-2016,185,"Bojan Bogdanovic, SG",Brooklyn Nets,3425510
2015-2016,282,"Sergey Karasev, SG",Brooklyn Nets,1599840
2015-2016,288,"Shane Larkin, PG",Brooklyn Nets,1500000
2015-2016,289,"Wayne Ellington, SG",Brooklyn Nets,1500000
2015-2016,298,"Andrea Bargnani, C",Brooklyn Nets,1362897
2015-2016,301,"Rondae Hollis-Jefferson, SG",Brooklyn Nets,1335480
2015-2016,317,"Earl Clark, SF",Brooklyn Nets,1185784
2015-2016,330,"Chris McCullough, PF",Brooklyn Nets,1140240
2015-2016,351,"Quincy Miller, SF",Brooklyn Nets,981348
2015-2016,400,"Joe Johnson, SF",Brooklyn Nets,261894
2015-2016,409,"Sean Kilpatrick, SG",Brooklyn Nets,99418
2004-2005,47,"Jahidi White, C",Charlotte Bobcats,5884000
2004-2005,108,"Primoz Brezec, C",Charlotte Bobcats,1554000
2004-2005,110,"Gerald Wallace, SF",Charlotte Bobcats,1377000
2005-2006,118,"Gerald Wallace, SF",Charlotte Bobcats,5e+06
2005-2006,129,"Brevin Knight, PG",Charlotte Bobcats,4600000
2005-2006,145,"Emeka Okafor, C",Charlotte Bobcats,4020120
2005-2006,179,"Kareem Rush, SG",Charlotte Bobcats,3e+06
2005-2006,188,"Raymond Felton, PG",Charlotte Bobcats,2847360
2005-2006,194,"Primoz Brezec, C",Charlotte Bobcats,2750000
2005-2006,213,"Melvin Ely, C",Charlotte Bobcats,2401027
2005-2006,227,"Jake Voskuhl, C",Charlotte Bobcats,2015625
2005-2006,238,"Jumaine Jones, SF",Charlotte Bobcats,1875000
2005-2006,257,"Sean May, C",Charlotte Bobcats,1619280
2005-2006,295,"Matt Carroll, SG",Charlotte Bobcats,1100000
2005-2006,329,"Keith Bogans, SG",Charlotte Bobcats,869373
2005-2006,346,"Lonny Baxter, PF",Charlotte Bobcats,745248
2005-2006,370,"Bernard Robinson, SG",Charlotte Bobcats,641747
2005-2006,383,"Kevin Burleson, PG",Charlotte Bobcats,398762
2005-2006,389,"Alan Anderson, SG",Charlotte Bobcats,398762
2006-2007,108,"Gerald Wallace, SF",Charlotte Bobcats,5525000
2006-2007,133,"Brevin Knight, PG",Charlotte Bobcats,4400000
2006-2007,136,"Emeka Okafor, C",Charlotte Bobcats,4300560
2006-2007,137,"Eric Williams, PF",Charlotte Bobcats,4296000
2006-2007,162,"Adam Morrison, SF",Charlotte Bobcats,3616680
2006-2007,163,"Jeff McInnis, PG",Charlotte Bobcats,3600000
2006-2007,172,"Melvin Ely, C",Charlotte Bobcats,3303813
2006-2007,183,"Raymond Felton, PG",Charlotte Bobcats,3060840
2006-2007,201,"Primoz Brezec, C",Charlotte Bobcats,2750000
2006-2007,230,"Othella Harrington, PF",Charlotte Bobcats,2200000
2006-2007,240,"Jake Voskuhl, C",Charlotte Bobcats,2e+06
2006-2007,258,"Walter Herrmann Heinrich, PF",Charlotte Bobcats,1800000
2006-2007,265,"Sean May, C",Charlotte Bobcats,1740720
2006-2007,305,"Matt Carroll, SG",Charlotte Bobcats,1188000
2006-2007,376,"Derek Anderson, SG",Charlotte Bobcats,617539
2006-2007,384,"Ryan Hollins, C",Charlotte Bobcats,412718
2006-2007,405,"Alan Anderson, SG",Charlotte Bobcats,128935
2007-2008,42,"Jason Richardson, SG",Charlotte Bobcats,11111110
2007-2008,53,"Gerald Wallace, SF",Charlotte Bobcats,9500000
2007-2008,117,"Nazr Mohammed, C",Charlotte Bobcats,5632200
2007-2008,121,"Matt Carroll, SG",Charlotte Bobcats,5450000
2007-2008,122,"Emeka Okafor, C",Charlotte Bobcats,5427307
2007-2008,163,"Adam Morrison, SF",Charlotte Bobcats,3887880
2007-2008,183,"Raymond Felton, PG",Charlotte Bobcats,3274440
2007-2008,208,"Primoz Brezec, C",Charlotte Bobcats,2750000
2007-2008,228,"Othella Harrington, PF",Charlotte Bobcats,2376000
2007-2008,251,"Walter Herrmann Heinrich, PF",Charlotte Bobcats,1944000
2007-2008,260,"Sean May, C",Charlotte Bobcats,1862160
2007-2008,313,"Jared Dudley, SF",Charlotte Bobcats,1137000
2007-2008,353,"Derek Anderson, SG",Charlotte Bobcats,770610
2007-2008,354,"Jeff McInnis, PG",Charlotte Bobcats,770610
2007-2008,364,"Ryan Hollins, C",Charlotte Bobcats,687456
2007-2008,389,"Earl Boykins, PG",Charlotte Bobcats,349041
2008-2009,40,"Jason Richardson, SG",Charlotte Bobcats,12222221
2008-2009,66,"Emeka Okafor, C",Charlotte Bobcats,9537500
2008-2009,67,"Gerald Wallace, SF",Charlotte Bobcats,9500000
2008-2009,123,"Nazr Mohammed, C",Charlotte Bobcats,6049400
2008-2009,134,"DeSagana Diop, C",Charlotte Bobcats,5585000
2008-2009,141,"Matt Carroll, SG",Charlotte Bobcats,5050000
2008-2009,143,"Raja Bell, SG",Charlotte Bobcats,5e+06
2008-2009,168,"Adam Morrison, SF",Charlotte Bobcats,4159200
2008-2009,169,"Raymond Felton, PG",Charlotte Bobcats,4148715
2008-2009,222,"Sean May, C",Charlotte Bobcats,2661027
2008-2009,246,"D.J. Augustin, PG",Charlotte Bobcats,2208960
2008-2009,309,"Alexis Ajinca, C",Charlotte Bobcats,1276320
2008-2009,316,"Jared Dudley, SF",Charlotte Bobcats,1222320
2008-2009,339,"Ryan Hollins, C",Charlotte Bobcats,972581
2008-2009,382,"Dwayne Jones II, PF",Charlotte Bobcats,670906
2008-2009,386,"Juwan Howard, PF",Charlotte Bobcats,586457
2008-2009,396,"Sean Singletary, PG",Charlotte Bobcats,442114
2008-2009,409,"Dontell Jefferson, SG",Charlotte Bobcats,93624
2008-2009,410,"Cartier Martin, PF",Charlotte Bobcats,52014
2009-2010,43,"Tyson Chandler, C",Charlotte Bobcats,11700000
2009-2010,67,"Gerald Wallace, SF",Charlotte Bobcats,9500000
2009-2010,73,"Boris Diaw, C",Charlotte Bobcats,9e+06
2009-2010,88,"Stephen Jackson, SF",Charlotte Bobcats,7650000
2009-2010,109,"Vladimir Radmanovic, SF",Charlotte Bobcats,6466600
2009-2010,110,"Nazr Mohammed, C",Charlotte Bobcats,6466600
2009-2010,120,"DeSagana Diop, C",Charlotte Bobcats,6031800
2009-2010,129,"Raymond Felton, PG",Charlotte Bobcats,5501196
2009-2010,133,"Raja Bell, SG",Charlotte Bobcats,5250000
2009-2010,149,"Tyrus Thomas, PF",Charlotte Bobcats,4743598
2009-2010,235,"D.J. Augustin, PG",Charlotte Bobcats,2374680
2009-2010,241,"Acie Law, PG",Charlotte Bobcats,2216160
2009-2010,261,"Ronald Murray, SG",Charlotte Bobcats,1990000
2009-2010,264,"Gerald Henderson, SG",Charlotte Bobcats,1957080
2009-2010,299,"Alexis Ajinca, C",Charlotte Bobcats,1372080
2009-2010,390,"Derrick Brown, SF",Charlotte Bobcats,457588
2009-2010,404,"Larry Hughes, SG",Charlotte Bobcats,160244
2010-2011,59,"Gerald Wallace, SF",Charlotte Bobcats,10500000
2010-2011,76,"Stephen Jackson, SF",Charlotte Bobcats,8453250
2010-2011,84,"Joel Przybilla, C",Charlotte Bobcats,7725470
2010-2011,100,"Nazr Mohammed, C",Charlotte Bobcats,6883800
2010-2011,109,"Tyrus Thomas, PF",Charlotte Bobcats,6611570
2010-2011,113,"DeSagana Diop, C",Charlotte Bobcats,6478600
2010-2011,157,"Matt Carroll, SG",Charlotte Bobcats,4300000
2010-2011,189,"Shaun Livingston, PG",Charlotte Bobcats,3500000
2010-2011,208,"Eduardo Najera, PF",Charlotte Bobcats,3e+06
2010-2011,223,"D.J. Augustin, PG",Charlotte Bobcats,2540000
2010-2011,250,"Gerald Henderson, SG",Charlotte Bobcats,2103840
2010-2011,321,"D.J. White, PF",Charlotte Bobcats,1108680
2010-2011,374,"Derrick Brown, SF",Charlotte Bobcats,762195
2010-2011,406,"Sherron Collins, PG",Charlotte Bobcats,473604
2010-2011,427,"Dominic McGuire, PF",Charlotte Bobcats,211084
2010-2011,441,"Garrett Temple, SG",Charlotte Bobcats,80703
2011-2012,52,"Corey Maggette, SF",Charlotte Bobcats,10262069
2011-2012,87,"Tyrus Thomas, PF",Charlotte Bobcats,7305785
2011-2012,94,"DeSagana Diop, C",Charlotte Bobcats,6925400
2011-2012,176,"Matt Carroll, SG",Charlotte Bobcats,3900000
2011-2012,205,"D.J. Augustin, PG",Charlotte Bobcats,3236470
2011-2012,228,"Bismack Biyombo, C",Charlotte Bobcats,2798040
2011-2012,231,"Eduardo Najera, PF",Charlotte Bobcats,2750000
2011-2012,240,"Reggie Williams, SF",Charlotte Bobcats,2500000
2011-2012,247,"Kemba Walker, PG",Charlotte Bobcats,2356320
2011-2012,253,"Gerald Henderson, SG",Charlotte Bobcats,2250600
2011-2012,275,"D.J. White, PF",Charlotte Bobcats,2001167
2011-2012,325,"Byron Mullens, C",Charlotte Bobcats,1288200
2011-2012,450,"Cory Higgins, PG",Charlotte Bobcats,473604
2011-2012,471,"Boris Diaw, C",Charlotte Bobcats,241158
2011-2012,490,"Jamario Moon, SF",Charlotte Bobcats,96017
2012-2013,32,"Ben Gordon, SG",Charlotte Bobcats,13200000
2012-2013,79,"Tyrus Thomas, PF",Charlotte Bobcats,8e+06
2012-2013,142,"Michael Kidd-Gilchrist, SF",Charlotte Bobcats,4809840
2012-2013,211,"Bismack Biyombo, C",Charlotte Bobcats,3049920
2012-2013,233,"Josh McRoberts, PF",Charlotte Bobcats,2652000
2012-2013,240,"Kemba Walker, PG",Charlotte Bobcats,2568360
2012-2013,275,"Brendan Haywood, C",Charlotte Bobcats,2050000
2012-2013,373,"Jeff Adrien, SF",Charlotte Bobcats,916099
2012-2013,421,"Jeff Taylor, SF",Charlotte Bobcats,788872
2012-2013,434,"Cory Higgins, PG",Charlotte Bobcats,762195
2013-2014,32,"Al Jefferson, C",Charlotte Bobcats,13500000
2013-2014,102,"Gerald Henderson, SG",Charlotte Bobcats,6e+06
2013-2014,119,"Ramon Sessions, PG",Charlotte Bobcats,5e+06
2013-2014,124,"Michael Kidd-Gilchrist, SF",Charlotte Bobcats,4809840
2013-2014,134,"Luke Ridnour, PG",Charlotte Bobcats,4420000
2013-2014,150,"Cody Zeller, C",Charlotte Bobcats,3857040
2013-2014,168,"Gary Neal, PG",Charlotte Bobcats,3250000
2013-2014,188,"Bismack Biyombo, C",Charlotte Bobcats,3049920
2013-2014,206,"Kemba Walker, PG",Charlotte Bobcats,2568360
2013-2014,310,"Jeff Adrien, SF",Charlotte Bobcats,916099
2013-2014,312,"Jannero Pargo, PG",Charlotte Bobcats,884293
2013-2014,323,"Jeff Taylor, SF",Charlotte Bobcats,788872
2013-2014,335,"Chris Douglas-Roberts, SG",Charlotte Bobcats,660619
2013-2014,352,"James Southerland, SF",Charlotte Bobcats,490180
2013-2014,373,"D.J. White, PF",Charlotte Bobcats,104028
2013-2014,374,"Justin Hamilton, C",Charlotte Bobcats,98036
1999-2000,20,"Elden Campbell, C",Charlotte Hornets,7975000
1999-2000,22,"Derrick Coleman, PF",Charlotte Hornets,7370000
1999-2000,82,"Baron Davis, PG",Charlotte Hornets,2712000
1999-2000,84,"David Wesley, SG",Charlotte Hornets,2520000
1999-2000,125,"Eldridge Recasner, G",Charlotte Hornets,1100000
1999-2000,134,"Ricky Davis, SG",Charlotte Hornets,878000
2000-2001,46,"Elden Campbell, C",Charlotte Hornets,8050000
2000-2001,47,"Derrick Coleman, PF",Charlotte Hornets,8040000
2000-2001,60,"Jamal Mashburn, SF",Charlotte Hornets,6200000
2000-2001,63,"P.J. Brown, PF",Charlotte Hornets,5764000
2000-2001,144,"Baron Davis, PG",Charlotte Hornets,2916000
2000-2001,145,"David Wesley, SG",Charlotte Hornets,2880000
2000-2001,230,"Eldridge Recasner, G",Charlotte Hornets,1200000
2000-2001,234,"Hersey Hawkins, G",Charlotte Hornets,1200000
2000-2001,249,"Jamaal Magloire, C",Charlotte Hornets,975000
2000-2001,265,"Tim James, F",Charlotte Hornets,783000
2000-2001,279,"Eddie Robinson, SF",Charlotte Hornets,6e+05
2000-2001,326,"Scott Burrell, G",Charlotte Hornets,29000
2001-2002,43,"Elden Campbell, C",Charlotte Hornets,7975000
2001-2002,47,"Jamal Mashburn, SF",Charlotte Hornets,6975000
2001-2002,55,"P.J. Brown, PF",Charlotte Hornets,6404000
2001-2002,138,"David Wesley, SG",Charlotte Hornets,3240000
2001-2002,142,"Baron Davis, PG",Charlotte Hornets,3119000
2001-2002,156,"Robert Traylor, PF",Charlotte Hornets,2793000
2001-2002,222,"Jerome Moiso, C",Charlotte Hornets,1571000
2001-2002,243,"Bryce Drew, PG",Charlotte Hornets,1300000
2001-2002,244,"Matt Bullard, F",Charlotte Hornets,1300000
2001-2002,250,"Kirk Haston, F",Charlotte Hornets,1182000
2001-2002,258,"Jamaal Magloire, C",Charlotte Hornets,1048000
2001-2002,333,"Lee Nailon, SF",Charlotte Hornets,466000
2009-2010,370,"Dontell Jefferson, SG",Charlotte Hornets,736420
2010-2011,385,"Dontell Jefferson, SG",Charlotte Hornets,736420
2010-2011,434,"Jannero Pargo, PG",Charlotte Hornets,168579
2011-2012,429,"Dontell Jefferson, SG",Charlotte Hornets,736420
2011-2012,445,"Sherron Collins, PG",Charlotte Hornets,473604
2012-2013,177,"Cody Zeller, C",Charlotte Hornets,3857040
2012-2013,228,"Eduardo Najera, PF",Charlotte Hornets,2750000
2012-2013,443,"Dontell Jefferson, SG",Charlotte Hornets,736420
2014-2015,29,"Al Jefferson, C",Charlotte Hornets,13500000
2014-2015,63,"Lance Stephenson, SF",Charlotte Hornets,9e+06
2014-2015,88,"Marvin Williams, PF",Charlotte Hornets,7e+06
2014-2015,104,"Gerald Henderson, SG",Charlotte Hornets,6e+06
2014-2015,128,"Michael Kidd-Gilchrist, SF",Charlotte Hornets,5016960
2014-2015,155,"Cody Zeller, C",Charlotte Hornets,4030560
2014-2015,160,"Mo Williams, PG",Charlotte Hornets,3965074
2014-2015,164,"Bismack Biyombo, C",Charlotte Hornets,3873398
2014-2015,190,"Kemba Walker, PG",Charlotte Hornets,3272091
2014-2015,192,"Gary Neal, PG",Charlotte Hornets,3250000
2014-2015,220,"Brian Roberts, PG",Charlotte Hornets,2732000
2014-2015,226,"Noah Vonleh, PF",Charlotte Hornets,2524200
2014-2015,319,"P.J. Hairston, SF",Charlotte Hornets,1149720
2014-2015,348,"Jason Maxiell, PF",Charlotte Hornets,915243
2014-2015,349,"Jeff Taylor, SF",Charlotte Hornets,915243
2014-2015,350,"Jannero Pargo, PG",Charlotte Hornets,915243
2014-2015,367,"Troy Daniels, SG",Charlotte Hornets,816482
2015-2016,38,"Al Jefferson, C",Charlotte Hornets,13500000
2015-2016,42,"Nicolas Batum, SG",Charlotte Hornets,13125306
2015-2016,51,"Kemba Walker, PG",Charlotte Hornets,1.2e+07
2015-2016,99,"Marvin Williams, PF",Charlotte Hornets,7e+06
2015-2016,110,"Michael Kidd-Gilchrist, SF",Charlotte Hornets,6331404
2015-2016,114,"Spencer Hawes, PF",Charlotte Hornets,6110034
2015-2016,121,"Courtney Lee, SG",Charlotte Hornets,5675000
2015-2016,160,"Cody Zeller, C",Charlotte Hornets,4204200
2015-2016,202,"Jeremy Lamb, SG",Charlotte Hornets,3034356
2015-2016,213,"Brian Roberts, PG",Charlotte Hornets,2854940
2015-2016,226,"Frank Kaminsky III, C",Charlotte Hornets,2612520
2015-2016,252,"Jeremy Lin, PG",Charlotte Hornets,2139000
2015-2016,314,"P.J. Hairston, SF",Charlotte Hornets,1201440
2015-2016,356,"Troy Daniels, SG",Charlotte Hornets,947276
2015-2016,357,"Damien Wilkins, SG",Charlotte Hornets,947276
2015-2016,358,"Tyler Hansbrough, PF",Charlotte Hornets,947276
2015-2016,359,"Jorge Gutierrez, PG",Charlotte Hornets,947276
2015-2016,387,"Aaron Harrison, SG",Charlotte Hornets,525093
1999-2000,66,"Elton Brand, PF",Chicago Bulls,3375000
1999-2000,126,"Metta World Peace, SF",Chicago Bulls,1079000
2000-2001,72,"Ron Mercer, SG",Chicago Bulls,5515000
2000-2001,102,"Brad Miller, C",Chicago Bulls,4e+06
2000-2001,116,"Elton Brand, PF",Chicago Bulls,3629000
2000-2001,162,"Marcus Fizer, F",Chicago Bulls,2562000
2000-2001,163,"Dragan Tarlac, C",Chicago Bulls,2500000
2000-2001,236,"Metta World Peace, SF",Chicago Bulls,1160000
2000-2001,256,"Fred Hoiberg, SG",Chicago Bulls,880000
2000-2001,264,"Dalibor Bagaric, C",Chicago Bulls,795000
2000-2001,269,"Corey Benjamin, G",Chicago Bulls,744000
2000-2001,308,"Jake Voskuhl, C",Chicago Bulls,316000
2000-2001,323,"Steve Goodrich, F",Chicago Bulls,37000
2001-2002,51,"Charles Oakley, PF",Chicago Bulls,6545000
2001-2002,74,"Eddie Robinson, SF",Chicago Bulls,5205000
2001-2002,157,"Tyson Chandler, C",Chicago Bulls,2756000
2001-2002,158,"Marcus Fizer, F",Chicago Bulls,2754000
2001-2002,189,"Eddy Curry, C",Chicago Bulls,2232000
2001-2002,208,"Jamal Crawford, SG",Chicago Bulls,1894000
2001-2002,264,"Fred Hoiberg, SG",Chicago Bulls,1e+06
2001-2002,276,"Dalibor Bagaric, C",Chicago Bulls,854000
2001-2002,350,"Trenton Hassell, SF",Chicago Bulls,333000
2002-2003,48,"Donyell Marshall, PF",Chicago Bulls,7140000
2002-2003,67,"Eddie Robinson, SF",Chicago Bulls,5726000
2002-2003,144,"Marcus Fizer, F",Chicago Bulls,2946000
2002-2003,183,"Jamal Crawford, SG",Chicago Bulls,2026000
2002-2003,211,"Corie Blount, PF",Chicago Bulls,1400000
2002-2003,235,"Dalibor Bagaric, C",Chicago Bulls,914000
2002-2003,259,"Trenton Hassell, SF",Chicago Bulls,512000
2003-2004,48,"Eddie Robinson, SF",Chicago Bulls,6246000
2003-2004,98,"Marcus Fizer, F",Chicago Bulls,3726000
2003-2004,126,"Jamal Crawford, SG",Chicago Bulls,2577000
2004-2005,17,"Antonio Davis, PF",Chicago Bulls,1.2e+07
2004-2005,74,"Othella Harrington, PF",Chicago Bulls,3150000
2005-2006,52,"Tyson Chandler, C",Chicago Bulls,8299670
2005-2006,156,"Ben Gordon, SG",Chicago Bulls,3610200
2005-2006,173,"Othella Harrington, PF",Chicago Bulls,3200000
2005-2006,191,"Chris Duhon, PG",Chicago Bulls,2800000
2005-2006,192,"Andres Nocioni, SF",Chicago Bulls,2775000
2005-2006,204,"Kirk Hinrich, SG",Chicago Bulls,2513880
2005-2006,210,"Luol Deng, SF",Chicago Bulls,2443920
2005-2006,222,"Darius Songaila, PF",Chicago Bulls,2200000
2005-2006,225,"Michael Sweetney, PF",Chicago Bulls,2116920
2005-2006,254,"Malik Allen, PF",Chicago Bulls,1670000
2005-2006,325,"Jannero Pargo, PG",Chicago Bulls,895248
2006-2007,11,"Ben Wallace, PF",Chicago Bulls,1.6e+07
2006-2007,52,"P.J. Brown, PF",Chicago Bulls,8560000
2006-2007,151,"Andres Nocioni, SF",Chicago Bulls,3950000
2006-2007,153,"Ben Gordon, SG",Chicago Bulls,3862080
2006-2007,173,"Tyrus Thomas, PF",Chicago Bulls,3260760
2006-2007,179,"Kirk Hinrich, SG",Chicago Bulls,3192628
2006-2007,186,"Chris Duhon, PG",Chicago Bulls,3024000
2006-2007,204,"Michael Sweetney, PF",Chicago Bulls,2696956
2006-2007,209,"Luol Deng, SF",Chicago Bulls,2614440
2006-2007,256,"Malik Allen, PF",Chicago Bulls,1803600
2006-2007,269,"Thabo Sefolosha, SF",Chicago Bulls,1679280
2006-2007,284,"Adrian Griffin, SG",Chicago Bulls,1475000
2006-2007,309,"Victor Khryapa, PF",Chicago Bulls,1172400
2006-2007,352,"Andre Barrett, SG",Chicago Bulls,744551
2007-2008,41,"Kirk Hinrich, SG",Chicago Bulls,11250000
2007-2008,66,"Andres Nocioni, SF",Chicago Bulls,8500000
2007-2008,133,"Ben Gordon, SG",Chicago Bulls,4881669
2007-2008,173,"Tyrus Thomas, PF",Chicago Bulls,3505320
2007-2008,180,"Luol Deng, SF",Chicago Bulls,3320339
2007-2008,185,"Chris Duhon, PG",Chicago Bulls,3248000
2007-2008,243,"Joakim Noah, C",Chicago Bulls,2135400
2007-2008,252,"Victor Khryapa, PF",Chicago Bulls,1928598
2007-2008,267,"Thabo Sefolosha, SF",Chicago Bulls,1805160
2007-2008,379,"Thomas Gardner, SG",Chicago Bulls,427163
2008-2009,59,"Kirk Hinrich, SG",Chicago Bulls,1e+07
2008-2009,70,"Luol Deng, SF",Chicago Bulls,9385000
2008-2009,108,"Ben Gordon, SG",Chicago Bulls,6404750
2008-2009,147,"Derrick Rose, PG",Chicago Bulls,4822800
2008-2009,182,"Tyrus Thomas, PF",Chicago Bulls,3749880
2008-2009,242,"Joakim Noah, C",Chicago Bulls,2295480
2008-2009,343,"Chris Richard, PF",Chicago Bulls,886517
2008-2009,370,"Lindsey Hunter, SG",Chicago Bulls,722515
2008-2009,379,"Aaron Gray, C",Chicago Bulls,711517
2009-2010,36,"Brad Miller, C",Chicago Bulls,12250000
2009-2010,56,"Luol Deng, SF",Chicago Bulls,10365000
2009-2010,68,"Kirk Hinrich, SG",Chicago Bulls,9500000
2009-2010,104,"Jerome James, C",Chicago Bulls,6600000
2009-2010,135,"Derrick Rose, PG",Chicago Bulls,5184480
2009-2010,226,"Joe Alexander, SF",Chicago Bulls,2583360
2009-2010,232,"Joakim Noah, C",Chicago Bulls,2455680
2009-2010,258,"Jannero Pargo, PG",Chicago Bulls,1990000
2009-2010,286,"James Johnson, PF",Chicago Bulls,1594080
2009-2010,317,"Devin Brown, SG",Chicago Bulls,1107572
2009-2010,325,"Taj Gibson, PF",Chicago Bulls,1039800
2009-2010,334,"Aaron Gray, C",Chicago Bulls,1000497
2009-2010,403,"Chris Richard, PF",Chicago Bulls,186271
2010-2011,24,"Carlos Boozer, PF",Chicago Bulls,14400000
2010-2011,47,"Luol Deng, SF",Chicago Bulls,11345000
2010-2011,110,"Jerome James, C",Chicago Bulls,6600000
2010-2011,114,"Mike James, PG",Chicago Bulls,6466600
2010-2011,124,"Derrick Rose, PG",Chicago Bulls,5546160
2010-2011,138,"Kyle Korver, SG",Chicago Bulls,5e+06
2010-2011,147,"Ronnie Brewer, SF",Chicago Bulls,4790000
2010-2011,183,"C.J. Watson, PG",Chicago Bulls,3600000
2010-2011,202,"Joakim Noah, C",Chicago Bulls,3128536
2010-2011,271,"Kurt Thomas, PF",Chicago Bulls,1800000
2010-2011,275,"Omer Asik, C",Chicago Bulls,1721000
2010-2011,284,"Keith Bogans, SG",Chicago Bulls,1600000
2010-2011,319,"Taj Gibson, PF",Chicago Bulls,1117680
2010-2011,350,"Anthony Roberson, SG",Chicago Bulls,855189
2010-2011,386,"DeMarcus Nelson, SG",Chicago Bulls,736420
2010-2011,436,"John Lucas III, PG",Chicago Bulls,130165
2011-2012,30,"Carlos Boozer, PF",Chicago Bulls,13500000
2011-2012,38,"Luol Deng, SF",Chicago Bulls,12325000
2011-2012,41,"Joakim Noah, C",Chicago Bulls,1.2e+07
2011-2012,92,"Derrick Rose, PG",Chicago Bulls,6993708
2011-2012,102,"Jerome James, C",Chicago Bulls,6600000
2011-2012,141,"Kyle Korver, SG",Chicago Bulls,5e+06
2011-2012,148,"Ronnie Brewer, SF",Chicago Bulls,4710000
2011-2012,194,"C.J. Watson, PG",Chicago Bulls,3400000
2011-2012,273,"Aaron Brooks, PG",Chicago Bulls,2016692
2011-2012,285,"Omer Asik, C",Chicago Bulls,1857500
2011-2012,331,"Taj Gibson, PF",Chicago Bulls,1195680
2011-2012,358,"Jimmy Butler, SG",Chicago Bulls,1020960
2011-2012,362,"John Lucas III, PG",Chicago Bulls,915852
2011-2012,371,"Anthony Roberson, SG",Chicago Bulls,855189
2011-2012,475,"Mike James, PG",Chicago Bulls,220487
2012-2013,12,"Derrick Rose, PG",Chicago Bulls,17632688
2012-2013,18,"Carlos Boozer, PF",Chicago Bulls,15300000
2012-2013,22,"Luol Deng, SF",Chicago Bulls,14275000
2012-2013,43,"Joakim Noah, C",Chicago Bulls,11100000
2012-2013,92,"Taj Gibson, PF",Chicago Bulls,7415730
2012-2013,101,"Jerome James, C",Chicago Bulls,6600000
2012-2013,166,"Kirk Hinrich, SG",Chicago Bulls,4059000
2012-2013,282,"Marco Belinelli, SG",Chicago Bulls,1957000
2012-2013,314,"Tony Snell, SF",Chicago Bulls,1409040
2012-2013,347,"Jimmy Butler, SG",Chicago Bulls,1112880
2012-2013,356,"Marquis Teague, PG",Chicago Bulls,1074720
2012-2013,391,"Anthony Roberson, SG",Chicago Bulls,855189
2012-2013,446,"DeMarcus Nelson, SG",Chicago Bulls,736420
2013-2014,16,"Derrick Rose, PG",Chicago Bulls,17632688
2013-2014,19,"Carlos Boozer, PF",Chicago Bulls,15300000
2013-2014,46,"Joakim Noah, C",Chicago Bulls,11100000
2013-2014,80,"Taj Gibson, PF",Chicago Bulls,7550000
2013-2014,142,"Kirk Hinrich, SG",Chicago Bulls,4059000
2013-2014,179,"Mike Dunleavy, SG",Chicago Bulls,3183000
2013-2014,265,"Tony Snell, SF",Chicago Bulls,1409040
2013-2014,292,"Jimmy Butler, SG",Chicago Bulls,1112880
2013-2014,356,"Erik Jay Murphy, PF",Chicago Bulls,490180
2013-2014,372,"Cartier Martin, PF",Chicago Bulls,104034
2013-2014,378,"Mike James, PG",Chicago Bulls,57627
2013-2014,382,"Lou Amundson, PF",Chicago Bulls,48854
2014-2015,11,"Derrick Rose, PG",Chicago Bulls,18862876
2014-2015,35,"Joakim Noah, C",Chicago Bulls,12700000
