Name,Season,Age,Lg,Tm,RS_G,RS_W,RS_L,RS_W/L%,RS_W > .500,Finish,PS_G,PS_W,PS_L,PS_W/L%,Notes
Edward Gottlieb,1950-51,52,NBA,PHW,66,40,26,0.606,7,1,2,0,2,0,
Edward Gottlieb,1951-52,53,NBA,PHW,66,33,33,0.5,0,4,3,1,2,0.333,
Edward Gottlieb,1952-53,54,NBA,PHW,69,12,57,0.174,-22.5,5,,,,,
Edward Gottlieb,1953-54,55,NBA,PHW,72,29,43,0.403,-7,4,,,,,
Edward Gottlieb,1954-55,56,NBA,PHW,72,33,39,0.458,-3,4,,,,,
Ed Gregory,1987-88,,NBA,GSW,18,4,14,0.222,-5,5,,,,,
Alex Groza,1970-71,44,ABA,KEN,2,2,0,1,1,2,,,,,
Alex Groza,1974-75,48,ABA,SDA,38,15,23,0.395,-4,5,,,,,
Richie Guerin,1964-65,32,NBA,STL,47,28,19,0.596,4.5,2,4,1,3,0.25,
Richie Guerin,1965-66,33,NBA,STL,80,36,44,0.45,-4,3,10,6,4,0.6,
Richie Guerin,1966-67,34,NBA,STL,81,39,42,0.481,-1.5,2,9,5,4,0.556,
Richie Guerin,1967-68,35,NBA,STL,82,56,26,0.683,15,1,6,2,4,0.333,
Richie Guerin,1968-69,36,NBA,ATL,82,48,34,0.585,7,2,11,5,6,0.455,
Richie Guerin,1969-70,37,NBA,ATL,82,48,34,0.585,7,1,9,4,5,0.444,
Richie Guerin,1970-71,38,NBA,ATL,82,36,46,0.439,-5,2,5,1,4,0.2,
Richie Guerin,1971-72,39,NBA,ATL,82,36,46,0.439,-5,2,6,2,4,0.333,
Matt Guokas,1985-86,41,NBA,PHI,82,54,28,0.659,13,2,12,6,6,0.5,
Matt Guokas,1986-87,42,NBA,PHI,82,45,37,0.549,4,2,5,2,3,0.4,
Matt Guokas,1987-88,43,NBA,PHI,43,20,23,0.465,-1.5,4,,,,,
Matt Guokas,1989-90,45,NBA,ORL,82,18,64,0.22,-23,7,,,,,
Matt Guokas,1990-91,46,NBA,ORL,82,31,51,0.378,-10,4,,,,,
Matt Guokas,1991-92,47,NBA,ORL,82,21,61,0.256,-20,7,,,,,
Matt Guokas,1992-93,48,NBA,ORL,82,41,41,0.5,0,4,,,,,
Cliff Hagan,1967-68,36,ABA,DLC,78,46,32,0.59,7,2,8,4,4,0.5,
Cliff Hagan,1968-69,37,ABA,DLC,78,41,37,0.526,2,4,7,3,4,0.429,
Cliff Hagan,1969-70,38,ABA,DLC,43,22,21,0.512,0.5,2,,,,,
Bruce Hale,1948-49,30,BAA,INJ,17,4,13,0.235,-4.5,6,,,,,
Bruce Hale,1967-68,49,ABA,OAK,78,22,56,0.282,-17,6,,,,,
Frank Hamblen,1991-92,,NBA,MIL,65,23,42,0.354,-9.5,6,,,,,
Frank Hamblen,2004-05,,NBA,LAL,39,10,29,0.256,-9.5,4,,,,,
Leonard Hamilton,2000-01,,NBA,WAS,82,19,63,0.232,-22,7,,,,,
Alex Hannum,1956-57,33,NBA,STL,31,15,16,0.484,-0.5,1,10,6,4,0.6,
Alex Hannum,1957-58,34,NBA,STL,72,41,31,0.569,5,1,11,8,3,0.727,NBA Champions
Alex Hannum,1960-61,37,NBA,SYR,79,38,41,0.481,-1.5,3,8,4,4,0.5,
Alex Hannum,1961-62,38,NBA,SYR,80,41,39,0.513,1,3,5,2,3,0.4,
Alex Hannum,1962-63,39,NBA,SYR,80,48,32,0.6,8,2,5,2,3,0.4,
Alex Hannum,1963-64,40,NBA,SFW,80,48,32,0.6,8,1,12,5,7,0.417,
Alex Hannum,1964-65,41,NBA,SFW,80,17,63,0.213,-23,5,,,,,
Alex Hannum,1965-66,42,NBA,SFW,80,35,45,0.438,-5,4,,,,,
Alex Hannum,1966-67,43,NBA,PHI,81,68,13,0.84,27.5,1,15,11,4,0.733,NBA Champions
Alex Hannum,1967-68,44,NBA,PHI,82,62,20,0.756,21,1,13,7,6,0.538,
Alex Hannum,1968-69,45,ABA,OAK,78,60,18,0.769,21,1,16,12,4,0.75,ABA Champions
Alex Hannum,1969-70,46,NBA,SDR,56,18,38,0.321,-10,7,,,,,
Alex Hannum,1970-71,47,NBA,SDR,82,40,42,0.488,-1,3,,,,,
Alex Hannum,1971-72,48,ABA,DNR,84,34,50,0.405,-8,4,7,3,4,0.429,
Alex Hannum,1972-73,49,ABA,DNR,84,47,37,0.56,5,3,5,1,4,0.2,
Alex Hannum,1973-74,50,ABA,DNR,84,37,47,0.44,-5,5,,,,,
Bill Hanzlik,1997-98,40,NBA,DEN,82,11,71,0.134,-30,7,,,,,
Jim Harding,1968-69,,ABA,MNP,26,18,8,0.692,5,4,,,,,
Jim Harding,1968-69,,ABA,MNP,7,2,5,0.286,-1.5,4,,,,,
Del Harris,1979-80,42,NBA,HOU,82,41,41,0.5,0,2,7,2,5,0.286,
Del Harris,1980-81,43,NBA,HOU,82,40,42,0.488,-1,3,21,12,9,0.571,WC Champions
Del Harris,1981-82,44,NBA,HOU,82,46,36,0.561,5,3,3,1,2,0.333,
Del Harris,1982-83,45,NBA,HOU,82,14,68,0.171,-27,6,,,,,
Del Harris,1987-88,50,NBA,MIL,82,42,40,0.512,1,4,5,2,3,0.4,
Del Harris,1988-89,51,NBA,MIL,82,49,33,0.598,8,4,9,3,6,0.333,
Del Harris,1989-90,52,NBA,MIL,82,44,38,0.537,3,3,4,1,3,0.25,
Del Harris,1990-91,53,NBA,MIL,82,48,34,0.585,7,3,3,0,3,0,
Del Harris,1991-92,54,NBA,MIL,17,8,9,0.471,-0.5,6,,,,,
Del Harris,1994-95,57,NBA,LAL,82,48,34,0.585,7,3,10,5,5,0.5,
Del Harris,1995-96,58,NBA,LAL,82,53,29,0.646,12,2,4,1,3,0.25,
Del Harris,1996-97,59,NBA,LAL,82,56,26,0.683,15,2,9,4,5,0.444,
Del Harris,1997-98,60,NBA,LAL,82,61,21,0.744,20,2,13,7,6,0.538,
Del Harris,1998-99,61,NBA,LAL,12,6,6,0.5,0,2,,,,,
Les Harrison,1948-49,44,BAA,ROC,60,45,15,0.75,15,1,4,2,2,0.5,
Les Harrison,1949-50,45,NBA,ROC,68,51,17,0.75,17,2,2,0,2,0,
Les Harrison,1950-51,46,NBA,ROC,68,41,27,0.603,7,2,14,9,5,0.643,NBA Champions
Les Harrison,1951-52,47,NBA,ROC,66,41,25,0.621,8,1,6,3,3,0.5,
Les Harrison,1952-53,48,NBA,ROC,70,44,26,0.629,9,2,3,1,2,0.333,
Les Harrison,1953-54,49,NBA,ROC,72,44,28,0.611,8,2,6,3,3,0.5,
Les Harrison,1954-55,50,NBA,ROC,72,29,43,0.403,-7,3,3,1,2,0.333,
Dick Harter,1988-89,58,NBA,CHH,82,20,62,0.244,-21,6,,,,,
Dick Harter,1989-90,59,NBA,CHH,40,8,32,0.2,-12,7,,,,,
Lew Hayman,1946-47,,BAA,TRH,1,0,1,0,-0.5,6,,,,,
Gar Heard,1992-93,44,NBA,DAL,53,9,44,0.17,-17.5,6,,,,,Interim
Gar Heard,1999-00,51,NBA,WAS,44,14,30,0.318,-8,7,,,,,
Tom Heinsohn,1969-70,35,NBA,BOS,82,34,48,0.415,-7,6,,,,,
Tom Heinsohn,1970-71,36,NBA,BOS,82,44,38,0.537,3,3,,,,,
Tom Heinsohn,1971-72,37,NBA,BOS,82,56,26,0.683,15,1,11,5,6,0.455,
Tom Heinsohn,1972-73,38,NBA,BOS,82,68,14,0.829,27,1,13,7,6,0.538,
Tom Heinsohn,1973-74,39,NBA,BOS,82,56,26,0.683,15,1,18,12,6,0.667,NBA Champions
Tom Heinsohn,1974-75,40,NBA,BOS,82,60,22,0.732,19,1,11,6,5,0.545,
Tom Heinsohn,1975-76,41,NBA,BOS,82,54,28,0.659,13,1,18,12,6,0.667,NBA Champions
Tom Heinsohn,1976-77,42,NBA,BOS,82,44,38,0.537,3,2,9,5,4,0.556,
Tom Heinsohn,1977-78,43,NBA,BOS,34,11,23,0.324,-6,3,,,,,
Nat Hickey,1947-48,46,BAA,PRO,29,4,25,0.138,-10.5,4,,,,,
Bob Hill,1986-87,,NBA,NYK,66,20,46,0.303,-13,5,,,,,
Bob Hill,1990-91,,NBA,IND,57,32,25,0.561,3.5,5,5,2,3,0.4,
Bob Hill,1991-92,,NBA,IND,82,40,42,0.488,-1,4,3,0,3,0,
Bob Hill,1992-93,,NBA,IND,82,41,41,0.5,0,5,4,1,3,0.25,
Bob Hill,1994-95,,NBA,SAS,82,62,20,0.756,21,1,15,9,6,0.6,
Bob Hill,1995-96,,NBA,SAS,82,59,23,0.72,18,1,10,5,5,0.5,
Bob Hill,1996-97,,NBA,SAS,18,3,15,0.167,-6,6,,,,,
Bob Hill,2005-06,,NBA,SEA,52,22,30,0.423,-4,3,,,,,
Bob Hill,2006-07,,NBA,SEA,82,31,51,0.378,-10,5,,,,,
Brian Hill,1993-94,46,NBA,ORL,82,50,32,0.61,9,2,3,0,3,0,
Brian Hill,1994-95,47,NBA,ORL,82,57,25,0.695,16,1,21,11,10,0.524,EC Champions
Brian Hill,1995-96,48,NBA,ORL,82,60,22,0.732,19,1,12,7,5,0.583,
Brian Hill,1996-97,49,NBA,ORL,49,24,25,0.49,-0.5,3,,,,,
Brian Hill,1997-98,50,NBA,VAN,82,19,63,0.232,-22,6,,,,,
Brian Hill,1998-99,51,NBA,VAN,50,8,42,0.16,-17,7,,,,,
Brian Hill,1999-00,52,NBA,VAN,22,4,18,0.182,-7,7,,,,,
Brian Hill,2005-06,58,NBA,ORL,82,36,46,0.439,-5,3,,,,,
Brian Hill,2006-07,59,NBA,ORL,82,40,42,0.488,-1,3,4,0,4,0,
Fred Hoiberg,2015-16,43,NBA,CHI,82,42,40,0.512,1,4,0,0,0,,
Lionel Hollins,1999-00,46,NBA,VAN,60,18,42,0.3,-12,7,,,,,
Lionel Hollins,2004-05,51,NBA,MEM,4,0,4,0,-2,4,,,,,
Lionel Hollins,2008-09,55,NBA,MEM,39,13,26,0.333,-6.5,5,,,,,
Lionel Hollins,2009-10,56,NBA,MEM,82,40,42,0.488,-1,4,,,,,
Lionel Hollins,2010-11,57,NBA,MEM,82,46,36,0.561,5,4,13,7,6,0.538,
Lionel Hollins,2011-12,58,NBA,MEM,66,41,25,0.621,8,2,7,3,4,0.429,
Lionel Hollins,2012-13,59,NBA,MEM,82,56,26,0.683,15,2,15,8,7,0.533,
Lionel Hollins,2014-15,61,NBA,BRK,82,38,44,0.463,-3,3,6,2,4,0.333,
Lionel Hollins,2015-16,62,NBA,BRK,37,10,27,0.27,-8.5,4,0,0,0,,
Red Holzman,1953-54,33,NBA,MLH,26,10,16,0.385,-3,4,,,,,
Red Holzman,1954-55,34,NBA,MLH,72,26,46,0.361,-10,4,,,,,
Red Holzman,1955-56,35,NBA,STL,72,33,39,0.458,-3,3,8,4,4,0.5,
Red Holzman,1956-57,36,NBA,STL,33,14,19,0.424,-2.5,1,,,,,
Red Holzman,1967-68,47,NBA,NYK,45,28,17,0.622,5.5,3,6,2,4,0.333,
Red Holzman,1968-69,48,NBA,NYK,82,54,28,0.659,13,3,10,6,4,0.6,
Red Holzman,1969-70,49,NBA,NYK,82,60,22,0.732,19,1,19,12,7,0.632,NBA Champions
Red Holzman,1970-71,50,NBA,NYK,82,52,30,0.634,11,1,12,7,5,0.583,
Red Holzman,1971-72,51,NBA,NYK,82,48,34,0.585,7,2,16,9,7,0.563,EC Champions
Red Holzman,1972-73,52,NBA,NYK,82,57,25,0.695,16,2,17,12,5,0.706,NBA Champions
Red Holzman,1973-74,53,NBA,NYK,82,49,33,0.598,8,2,12,5,7,0.417,
Red Holzman,1974-75,54,NBA,NYK,82,40,42,0.488,-1,3,3,1,2,0.333,
Red Holzman,1975-76,55,NBA,NYK,82,38,44,0.463,-3,4,,,,,
Red Holzman,1976-77,56,NBA,NYK,82,40,42,0.488,-1,3,,,,,
Red Holzman,1978-79,58,NBA,NYK,68,25,43,0.368,-9,4,,,,,
Red Holzman,1979-80,59,NBA,NYK,82,39,43,0.476,-2,4,,,,,
Red Holzman,1980-81,60,NBA,NYK,82,50,32,0.61,9,3,2,0,2,0,
Red Holzman,1981-82,61,NBA,NYK,82,33,49,0.402,-8,5,,,,,
Bob Hopkins,1977-78,43,NBA,SEA,22,5,17,0.227,-6,3,,,,,
Jeff Hornacek,2013-14,50,NBA,PHO,82,48,34,0.585,7,3,0,0,0,,
Jeff Hornacek,2014-15,51,NBA,PHO,82,39,43,0.476,-2,3,0,0,0,,
Jeff Hornacek,2015-16,52,NBA,PHO,49,14,35,0.286,-10.5,4,0,0,0,,
Kim Hughes,2009-10,57,NBA,LAC,33,8,25,0.242,-8.5,3,,,,,
Rex Hughes,1991-92,,NBA,SAC,57,22,35,0.386,-6.5,7,,,,,
Rex Hughes,1992-93,,NBA,SAS,1,1,0,1,0.5,2,,,,,
Melvin Hunt,2014-15,45,NBA,DEN,23,10,13,0.435,-1.5,4,0,0,0,,
Lindsey Hunter,2012-13,42,NBA,PHO,41,12,29,0.293,-8.5,5,0,0,0,,
Marc Iavaroni,2007-08,51,NBA,MEM,82,22,60,0.268,-19,5,,,,,
Marc Iavaroni,2008-09,52,NBA,MEM,41,11,30,0.268,-9.5,5,,,,,
Stu Inman,1971-72,,NBA,POR,26,6,20,0.231,-7,5,,,,,
George Irvine,1984-85,36,NBA,IND,82,22,60,0.268,-19,6,,,,,
George Irvine,1985-86,37,NBA,IND,82,26,56,0.317,-15,6,,,,,
George Irvine,1988-89,40,NBA,IND,20,6,14,0.3,-4,6,,,,,
George Irvine,1999-00,51,NBA,DET,24,14,10,0.583,2,4,3,0,3,0,
George Irvine,2000-01,52,NBA,DET,82,32,50,0.39,-9,5,,,,,
Dan Issel,1992-93,44,NBA,DEN,82,36,46,0.439,-5,4,,,,,
Dan Issel,1993-94,45,NBA,DEN,82,42,40,0.512,1,4,12,6,6,0.5,
Dan Issel,1994-95,46,NBA,DEN,34,18,16,0.529,1,4,,,,,
Dan Issel,1999-00,51,NBA,DEN,82,35,47,0.427,-6,5,,,,,
Dan Issel,2000-01,52,NBA,DEN,82,40,42,0.488,-1,6,,,,,
Dan Issel,2001-02,53,NBA,DEN,26,9,17,0.346,-4,6,,,,,
Mark Jackson,2011-12,46,NBA,GSW,66,23,43,0.348,-10,4,0,0,0,,
Mark Jackson,2012-13,47,NBA,GSW,82,47,35,0.573,6,2,12,6,6,0.5,
Mark Jackson,2013-14,48,NBA,GSW,82,51,31,0.622,10,2,7,3,4,0.429,
Phil Jackson,1989-90,44,NBA,CHI,82,55,27,0.671,14,2,16,10,6,0.625,
Phil Jackson,1990-91,45,NBA,CHI,82,61,21,0.744,20,1,17,15,2,0.882,NBA Champions
Phil Jackson,1991-92,46,NBA,CHI,82,67,15,0.817,26,1,22,15,7,0.682,NBA Champions
Phil Jackson,1992-93,47,NBA,CHI,82,57,25,0.695,16,1,19,15,4,0.789,NBA Champions
Phil Jackson,1993-94,48,NBA,CHI,82,55,27,0.671,14,2,10,6,4,0.6,
Phil Jackson,1994-95,49,NBA,CHI,82,47,35,0.573,6,3,10,5,5,0.5,
Phil Jackson,1995-96,50,NBA,CHI,82,72,10,0.878,31,1,18,15,3,0.833,NBA Champions
Phil Jackson,1996-97,51,NBA,CHI,82,69,13,0.841,28,1,19,15,4,0.789,NBA Champions
Phil Jackson,1997-98,52,NBA,CHI,82,62,20,0.756,21,1,21,15,6,0.714,NBA Champions
Phil Jackson,1999-00,54,NBA,LAL,82,67,15,0.817,26,1,23,15,8,0.652,NBA Champions
Phil Jackson,2000-01,55,NBA,LAL,82,56,26,0.683,15,1,16,15,1,0.938,NBA Champions
Phil Jackson,2001-02,56,NBA,LAL,82,58,24,0.707,17,2,19,15,4,0.789,NBA Champions
Phil Jackson,2002-03,57,NBA,LAL,82,50,32,0.61,9,2,12,6,6,0.5,
Phil Jackson,2003-04,58,NBA,LAL,82,56,26,0.683,15,1,22,13,9,0.591,WC Champions
Phil Jackson,2005-06,60,NBA,LAL,82,45,37,0.549,4,3,7,3,4,0.429,
Phil Jackson,2006-07,61,NBA,LAL,82,42,40,0.512,1,2,5,1,4,0.2,
Phil Jackson,2007-08,62,NBA,LAL,82,57,25,0.695,16,1,21,14,7,0.667,WC Champions
Phil Jackson,2008-09,63,NBA,LAL,82,65,17,0.793,24,1,23,16,7,0.696,NBA Champions
Phil Jackson,2009-10,64,NBA,LAL,82,57,25,0.695,16,1,23,16,7,0.696,NBA Champions
Phil Jackson,2010-11,65,NBA,LAL,82,57,25,0.695,16,1,10,4,6,0.4,
Stu Jackson,1989-90,,NBA,NYK,82,45,37,0.549,4,3,10,4,6,0.4,
Stu Jackson,1990-91,,NBA,NYK,15,7,8,0.467,-0.5,3,,,,,
Stu Jackson,1996-97,,NBA,VAN,39,6,33,0.154,-13.5,7,,,,,
Buddy Jeannette,1947-48,30,BAA,BLB,48,28,20,0.583,4,2,11,8,3,0.727,BAA Champions
Buddy Jeannette,1948-49,31,BAA,BLB,60,29,31,0.483,-1,3,3,1,2,0.333,
Buddy Jeannette,1949-50,32,NBA,BLB,68,25,43,0.368,-9,5,,,,,
Buddy Jeannette,1950-51,33,NBA,BLB,37,14,23,0.378,-4.5,5,,,,,
Buddy Jeannette,1964-65,47,NBA,BAL,80,37,43,0.463,-3,3,10,5,5,0.5,
Buddy Jeannette,1966-67,49,NBA,BAL,16,3,13,0.188,-5,5,,,,,
Buddy Jeannette,1969-70,52,ABA,PTP,45,15,30,0.333,-7.5,5,,,,,
Chris Jent,2004-05,35,NBA,ORL,18,5,13,0.278,-4,3,,,,,
Dave Joerger,2013-14,,NBA,MEM,82,50,32,0.61,9,3,7,3,4,0.429,
Dave Joerger,2014-15,,NBA,MEM,82,55,27,0.671,14,2,11,6,5,0.545,
Dave Joerger,2015-16,,NBA,MEM,82,42,40,0.512,1,3,4,0,4,0,
Avery Johnson,2004-05,39,NBA,DAL,18,16,2,0.889,7,2,13,6,7,0.462,
Avery Johnson,2005-06,40,NBA,DAL,82,60,22,0.732,19,2,23,14,9,0.609,WC Champions
Avery Johnson,2006-07,41,NBA,DAL,82,67,15,0.817,26,1,6,2,4,0.333,
Avery Johnson,2007-08,42,NBA,DAL,82,51,31,0.622,10,4,5,1,4,0.2,
Avery Johnson,2010-11,45,NBA,NJN,82,24,58,0.293,-17,4,,,,,
Avery Johnson,2011-12,46,NBA,NJN,66,22,44,0.333,-11,5,0,0,0,,
Avery Johnson,2012-13,47,NBA,BRK,28,14,14,0.5,0,2,,,,,
Dennis Johnson,2002-03,48,NBA,LAC,24,8,16,0.333,-4,7,,,,,
Frank Johnson,2001-02,43,NBA,PHO,31,11,20,0.355,-4.5,6,,,,,
Frank Johnson,2002-03,44,NBA,PHO,82,44,38,0.537,3,4,6,2,4,0.333,
Frank Johnson,2003-04,45,NBA,PHO,21,8,13,0.381,-2.5,6,,,,,
Magic Johnson,1993-94,34,NBA,LAL,16,5,11,0.313,-3,5,,,,,
Phil Johnson,1973-74,,NBA,KCO,58,27,31,0.466,-2,4,,,,,
Phil Johnson,1974-75,,NBA,KCO,82,44,38,0.537,3,2,6,2,4,0.333,
Phil Johnson,1975-76,,NBA,KCK,82,31,51,0.378,-10,3,,,,,
Phil Johnson,1976-77,,NBA,KCK,82,40,42,0.488,-1,4,,,,,
Phil Johnson,1977-78,,NBA,KCK,37,13,24,0.351,-5.5,5,,,,,
Phil Johnson,1981-82,,NBA,CHI,1,0,1,0,-0.5,5,,,,,
Phil Johnson,1984-85,,NBA,KCK,73,30,43,0.411,-6.5,6,,,,,
Phil Johnson,1985-86,,NBA,SAC,82,37,45,0.451,-4,5,3,0,3,0,
Phil Johnson,1986-87,,NBA,SAC,46,14,32,0.304,-9,5,,,,,
Neil Johnston,1959-60,30,NBA,PHW,75,49,26,0.653,11.5,2,9,4,5,0.444,
Neil Johnston,1960-61,31,NBA,PHW,79,46,33,0.582,6.5,2,3,0,3,0,
K.C. Jones,1972-73,40,ABA,SDA,84,30,54,0.357,-12,4,4,0,4,0,
K.C. Jones,1973-74,41,NBA,CAP,82,47,35,0.573,6,1,7,3,4,0.429,
K.C. Jones,1974-75,42,NBA,WSB,82,60,22,0.732,19,1,17,8,9,0.471,EC Champions
K.C. Jones,1975-76,43,NBA,WSB,82,48,34,0.585,7,2,7,3,4,0.429,
K.C. Jones,1983-84,51,NBA,BOS,82,62,20,0.756,21,1,23,15,8,0.652,NBA Champions
K.C. Jones,1984-85,52,NBA,BOS,82,63,19,0.768,22,1,21,13,8,0.619,EC Champions
K.C. Jones,1985-86,53,NBA,BOS,82,67,15,0.817,26,1,18,15,3,0.833,NBA Champions
K.C. Jones,1986-87,54,NBA,BOS,82,59,23,0.72,18,1,23,13,10,0.565,EC Champions
K.C. Jones,1987-88,55,NBA,BOS,82,57,25,0.695,16,1,17,9,8,0.529,
K.C. Jones,1990-91,58,NBA,SEA,82,41,41,0.5,0,5,5,2,3,0.4,
K.C. Jones,1991-92,59,NBA,SEA,36,18,18,0.5,0,4,,,,,
Wally Jones,1950-51,,NBA,INO,12,7,5,0.583,1,4,3,1,2,0.333,
Eddie Jordan,1996-97,42,NBA,SAC,15,6,9,0.4,-1.5,6,,,,,
Eddie Jordan,1997-98,43,NBA,SAC,82,27,55,0.329,-14,5,,,,,
Eddie Jordan,2003-04,49,NBA,WAS,82,25,57,0.305,-16,6,,,,,
Eddie Jordan,2004-05,50,NBA,WAS,82,45,37,0.549,4,2,10,4,6,0.4,
Eddie Jordan,2005-06,51,NBA,WAS,82,42,40,0.512,1,2,6,2,4,0.333,
Eddie Jordan,2006-07,52,NBA,WAS,82,41,41,0.5,0,2,4,0,4,0,
Eddie Jordan,2007-08,53,NBA,WAS,82,43,39,0.524,2,2,6,2,4,0.333,
Eddie Jordan,2008-09,54,NBA,WAS,11,1,10,0.091,-4.5,5,,,,,
Eddie Jordan,2009-10,55,NBA,PHI,82,27,55,0.329,-14,4,,,,,
Ed Jucker,1967-68,,NBA,CIN,82,39,43,0.476,-2,5,,,,,
Ed Jucker,1968-69,,NBA,CIN,82,41,41,0.5,0,5,,,,,
Alvin Julian,1948-49,47,BAA,BOS,60,25,35,0.417,-5,5,,,,,
Alvin Julian,1949-50,48,NBA,BOS,68,22,46,0.324,-12,6,,,,,
George Karl,1984-85,32,NBA,CLE,82,36,46,0.439,-5,4,4,1,3,0.25,
George Karl,1985-86,33,NBA,CLE,67,25,42,0.373,-8.5,5,,,,,
George Karl,1986-87,34,NBA,GSW,82,42,40,0.512,1,3,10,4,6,0.4,
George Karl,1987-88,35,NBA,GSW,64,16,48,0.25,-16,5,,,,,
George Karl,1991-92,39,NBA,SEA,42,27,15,0.643,6,4,9,4,5,0.444,
George Karl,1992-93,40,NBA,SEA,82,55,27,0.671,14,2,19,10,9,0.526,
George Karl,1993-94,41,NBA,SEA,82,63,19,0.768,22,1,5,2,3,0.4,
George Karl,1994-95,42,NBA,SEA,82,57,25,0.695,16,2,4,1,3,0.25,
George Karl,1995-96,43,NBA,SEA,82,64,18,0.78,23,1,21,13,8,0.619,WC Champions
George Karl,1996-97,44,NBA,SEA,82,57,25,0.695,16,1,12,6,6,0.5,
George Karl,1997-98,45,NBA,SEA,82,61,21,0.744,20,1,10,4,6,0.4,
George Karl,1998-99,46,NBA,MIL,50,28,22,0.56,3,4,3,0,3,0,
George Karl,1999-00,47,NBA,MIL,82,42,40,0.512,1,5,5,2,3,0.4,
George Karl,2000-01,48,NBA,MIL,82,52,30,0.634,11,1,18,10,8,0.556,
George Karl,2001-02,49,NBA,MIL,82,41,41,0.5,0,5,,,,,
George Karl,2002-03,50,NBA,MIL,82,42,40,0.512,1,4,6,2,4,0.333,
George Karl,2004-05,52,NBA,DEN,40,32,8,0.8,12,2,5,1,4,0.2,
George Karl,2005-06,53,NBA,DEN,82,44,38,0.537,3,1,5,1,4,0.2,
George Karl,2006-07,54,NBA,DEN,82,45,37,0.549,4,2,5,1,4,0.2,
George Karl,2007-08,55,NBA,DEN,82,50,32,0.61,9,2,4,0,4,0,
George Karl,2008-09,56,NBA,DEN,82,54,28,0.659,13,1,16,10,6,0.625,
George Karl,2009-10,57,NBA,DEN,82,53,29,0.646,12,1,6,2,4,0.333,
George Karl,2010-11,58,NBA,DEN,82,50,32,0.61,9,2,5,1,4,0.2,
George Karl,2011-12,59,NBA,DEN,66,38,28,0.576,5,2,7,3,4,0.429,
George Karl,2012-13,60,NBA,DEN,82,57,25,0.695,16,2,6,2,4,0.333,
George Karl,2014-15,62,NBA,SAC,30,11,19,0.367,-4,4,0,0,0,,
George Karl,2015-16,63,NBA,SAC,82,33,49,0.402,-8,3,0,0,0,,
Bob Kauffman,1977-78,31,NBA,DET,58,29,29,0.5,0,4,,,,,
Red Kerr,1966-67,34,NBA,CHI,81,33,48,0.407,-7.5,4,3,0,3,0,
Red Kerr,1967-68,35,NBA,CHI,82,29,53,0.354,-12,4,5,1,4,0.2,
Red Kerr,1968-69,36,NBA,PHO,82,16,66,0.195,-25,7,,,,,
Red Kerr,1969-70,37,NBA,PHO,38,15,23,0.395,-4,4,,,,,
Steve Kerr,2014-15,49,NBA,GSW,82,67,15,0.817,26,1,21,16,5,0.762,NBA Champions
Steve Kerr,2015-16,50,NBA,GSW,82,73,9,0.89,32,1,24,15,9,0.625,WC Champions
Jason Kidd,2013-14,40,NBA,BRK,82,44,38,0.537,3,2,12,5,7,0.417,
Jason Kidd,2014-15,41,NBA,MIL,82,41,41,0.5,0,3,6,2,4,0.333,
Jason Kidd,2015-16,42,NBA,MIL,82,33,49,0.402,-8,5,0,0,0,,
Bob Kloppenburg,1981-82,,NBA,CLE,3,0,3,0,-1.5,6,,,,,
Bob Kloppenburg,1991-92,,NBA,SEA,4,2,2,0.5,0,4,,,,,
Lon Kruger,2000-01,,NBA,ATL,82,25,57,0.305,-16,7,,,,,
Lon Kruger,2001-02,,NBA,ATL,82,33,49,0.402,-8,6,,,,,
Lon Kruger,2002-03,,NBA,ATL,27,11,16,0.407,-2.5,5,,,,,
Larry Krystkowiak,2006-07,42,NBA,MIL,18,5,13,0.278,-4,5,,,,,
Larry Krystkowiak,2007-08,43,NBA,MIL,82,26,56,0.317,-15,5,,,,,
John Kuester,2009-10,54,NBA,DET,82,27,55,0.329,-14,5,,,,,
John Kuester,2010-11,55,NBA,DET,82,30,52,0.366,-11,4,,,,,
John Kundla,1948-49,32,BAA,MNL,60,44,16,0.733,14,2,10,8,2,0.8,BAA Champions
John Kundla,1949-50,33,NBA,MNL,68,51,17,0.75,17,1,12,10,2,0.833,NBA Champions
John Kundla,1950-51,34,NBA,MNL,68,44,24,0.647,10,1,7,3,4,0.429,
John Kundla,1951-52,35,NBA,MNL,66,40,26,0.606,7,2,13,9,4,0.692,NBA Champions
John Kundla,1952-53,36,NBA,MNL,70,48,22,0.686,13,1,12,9,3,0.75,NBA Champions
John Kundla,1953-54,37,NBA,MNL,72,46,26,0.639,10,1,13,9,4,0.692,NBA Champions
John Kundla,1954-55,38,NBA,MNL,72,40,32,0.556,4,2,7,3,4,0.429,
John Kundla,1955-56,39,NBA,MNL,72,33,39,0.458,-3,2,3,1,2,0.333,
John Kundla,1956-57,40,NBA,MNL,72,34,38,0.472,-2,2,5,2,3,0.4,
John Kundla,1957-58,41,NBA,MNL,33,10,23,0.303,-6.5,4,,,,,
John Kundla,1958-59,42,NBA,MNL,72,33,39,0.458,-3,2,13,6,7,0.462,
Bob Lanier,1994-95,46,NBA,GSW,37,12,25,0.324,-6.5,6,,,,,
Joe Lapchick,1947-48,47,BAA,NYK,48,26,22,0.542,2,2,3,1,2,0.333,
Joe Lapchick,1948-49,48,BAA,NYK,60,32,28,0.533,2,2,6,3,3,0.5,
